caller_number,receiver_number,timestamp,duration_seconds
9359774688,9265676618,2026-06-17 14:09:01.629692,627
9255466590,9706540515,2026-03-23 07:09:07.629696,1147
9785191088,9535841438,2026-06-26 00:46:22.629702,1225
9640391065,9348434437,2026-04-13 02:54:21.629706,1593
9060983584,9132370589,2026-05-26 18:40:38.629711,911
9284511544,9309130756,2026-05-22 13:37:10.629718,630
9879470551,9348434437,2026-03-11 23:49:16.629723,1253
9742684145,9251925462,2026-07-26 09:44:25.629727,430
9575844198,9103697117,2026-04-20 16:28:05.629731,1357
9255466590,9623924075,2026-04-15 20:58:49.629735,360
9787298259,9820377889,2026-03-30 16:37:21.629740,10
9680182422,9784473647,2026-07-12 03:49:48.629744,1221
9815371473,9758416169,2026-03-06 15:14:25.629749,479
9156676527,9205493296,2026-04-24 04:41:27.629753,1444
9102767735,9820377889,2026-07-11 18:34:25.629758,483
9277221704,9867908740,2026-07-31 22:36:34.629762,1285
9309130756,9301657120,2026-08-03 09:35:59.629767,410
9424981829,9685054235,2026-06-14 00:58:20.629771,465
9747338484,9359774688,2026-08-23 16:37:55.629775,549
9004786863,9794738347,2026-03-14 03:55:18.629779,127
9818141247,9640391065,2026-04-29 00:42:09.629784,1223
9933272795,9004786863,2026-06-18 19:49:29.629788,596
9109439690,9733221418,2026-05-30 07:25:07.629793,1415
9284511544,9874315274,2026-05-17 10:57:12.629802,562
9950047974,9986800025,2026-06-04 04:22:49.629809,901
9255466590,9263689702,2026-03-08 00:53:32.629818,889
9742684145,9029702135,2026-06-25 12:38:14.629825,517
9212779979,9515186449,2026-04-13 17:59:34.629830,1385
9903311907,9694097499,2026-06-22 07:19:08.629834,47
9785191088,9019380262,2026-08-06 19:13:41.629838,556
9694097499,9490581477,2026-07-26 11:28:24.629846,1553
9826137506,9815371473,2026-06-09 01:40:28.629855,1339
9109439690,9740345054,2026-04-04 12:55:42.629859,1203
9922995900,9665240415,2026-08-05 09:47:03.629863,1012
9515186449,9815371473,2026-05-06 20:44:37.629871,841
9569092755,9029702135,2026-07-08 10:10:34.629875,219
9623924075,9569092755,2026-05-19 05:31:58.629879,1425
9470168733,9156676527,2026-07-06 22:59:27.629884,825
9251286823,9785191088,2026-06-15 02:45:49.629888,80
9102767735,9515186449,2026-04-30 08:53:02.629892,521
9029702135,9685054235,2026-07-28 07:27:43.629897,832
9801624565,9004786863,2026-02-28 12:29:31.629901,1351
9986800025,9925556258,2026-05-19 13:00:03.629906,116
9051522047,9060983584,2026-05-09 13:08:30.629910,1280
9687833918,9470168733,2026-06-29 17:44:37.629914,910
9785191088,9005411998,2026-04-08 19:46:40.629919,551
9787298259,9880592962,2026-04-25 05:26:27.629923,902
9874315274,9595327877,2026-03-23 21:00:51.629927,64
9575844198,9838578652,2026-08-02 12:11:59.629932,495
9205493296,9623924075,2026-04-29 15:19:42.629936,1133
9521818835,9787298259,2026-05-18 12:30:07.629940,195
9980893246,9903311907,2026-08-24 13:41:21.629944,237
9925556258,9733221418,2026-07-04 01:40:25.629949,1709
9359774688,9470168733,2026-07-17 10:44:28.629953,602
9801624565,9205493296,2026-04-22 09:22:48.629957,855
9375243106,9210469632,2026-05-30 23:49:53.629961,504
9102767735,9787298259,2026-03-28 09:12:29.629967,790
9051522047,9263689702,2026-06-06 23:42:07.629972,1533
9229270653,9978207151,2026-04-22 22:32:02.629977,1587
9640391065,9535841438,2026-05-05 07:03:40.629982,1618
9950047974,9303054868,2026-08-06 15:09:55.629986,10
9156676527,9530463745,2026-04-27 06:29:55.629992,1720
9309130756,9309728962,2026-07-06 10:40:28.629997,1007
9359774688,9784473647,2026-06-12 21:05:42.630001,996
9310278681,9569092755,2026-06-15 11:14:57.630006,1567
9986800025,9132370589,2026-05-27 17:11:14.630010,664
9051522047,9874315274,2026-04-15 16:02:32.630016,1176
9578291146,9095396218,2026-08-13 12:26:14.630021,1593
9680182422,9490581477,2026-05-01 01:56:12.630025,1530
9815371473,9205493296,2026-08-24 16:01:15.630032,1666
9132370589,9578291146,2026-07-07 04:08:30.630036,1627
9004786863,9219933083,2026-03-29 19:59:23.630041,1019
9955271774,9880592962,2026-06-05 19:58:27.630045,1213
9569092755,9251925462,2026-08-17 01:09:00.630050,1735
9109439690,9251925462,2026-06-10 10:14:14.630054,940
9521818835,9530463745,2026-03-28 06:56:26.630058,844
9219933083,9359774688,2026-03-14 19:51:09.630063,966
9867908740,9277221704,2026-05-05 00:56:14.630067,1281
9915478872,9786691251,2026-07-04 11:35:09.630072,169
9569092755,9019380262,2026-08-14 03:57:09.630076,1097
9132370589,9964016582,2026-06-30 00:13:25.630081,1476
9785191088,9595327877,2026-08-16 16:43:38.630085,1113
9955271774,9348434437,2026-03-13 13:59:29.630089,485
9575844198,9067240049,2026-08-26 02:58:06.630094,593
9095396218,9933272795,2026-03-17 20:19:33.630098,893
9251925462,9785191088,2026-07-01 08:36:24.630103,1446
9251925462,9109439690,2026-04-01 14:26:37.630108,1426
9284511544,9212779979,2026-03-09 05:27:40.630112,669
9640391065,9679807935,2026-04-26 06:19:14.630116,739
9884422583,9922995900,2026-03-28 13:31:55.630121,505
9168784991,9680182422,2026-06-18 04:32:37.630125,1401
9640391065,9068536153,2026-04-02 07:18:32.630129,363
9255466590,9785854973,2026-08-16 09:32:04.630134,788
9348434437,9067240049,2026-04-16 01:28:33.630138,1024
9309728962,9794738347,2026-04-14 09:12:15.630143,949
9665240415,9319520585,2026-05-28 12:52:53.630148,527
9826773454,9521818835,2026-08-21 20:20:42.630153,1652
9925556258,9156676527,2026-07-09 21:01:24.630159,1124
9623924075,9820377889,2026-05-25 01:44:15.630163,712
9309130756,9284511544,2026-07-02 08:47:52.630168,873
9915478872,9319520585,2026-05-28 00:08:13.630172,1736
9284511544,9277901043,2026-05-13 23:55:41.630177,1752
9210469632,9914865281,2026-04-15 08:35:11.630181,786
9694097499,9447394731,2026-06-19 21:56:43.630185,610
9874315274,9758416169,2026-03-04 13:22:25.630190,1704
9301657120,9786691251,2026-04-22 14:17:56.630194,21
9879470551,9067240049,2026-07-29 10:19:22.630199,1530
9005411998,9838578652,2026-07-22 23:52:54.630203,1022
9375243106,9156676527,2026-07-28 22:20:33.630210,1641
9095396218,9838578652,2026-08-03 00:24:05.630215,726
9980893246,9665240415,2026-04-06 05:12:25.630220,1276
9319520585,9019380262,2026-07-25 00:22:23.630224,1481
9398225871,9301657120,2026-07-10 12:08:32.630228,1721
9229270653,9575844198,2026-03-19 03:56:40.630232,1290
9747338484,9490581477,2026-04-29 06:51:33.630237,1620
9109439690,9955271774,2026-06-20 20:08:14.630241,752
9499045301,9880592962,2026-03-17 19:10:47.630253,609
9029702135,9933272795,2026-05-19 23:30:45.630258,364
9277901043,9880592962,2026-07-31 00:32:35.630262,1109
9217271551,9168784991,2026-06-05 17:39:39.630267,563
9375243106,9818141247,2026-04-19 04:41:42.630272,1693
9210469632,9265676618,2026-04-26 14:35:11.630276,1533
9719285654,9180170462,2026-03-22 15:51:27.630286,964
9820377889,9794738347,2026-07-24 17:43:42.630293,467
9019380262,9530463745,2026-07-09 06:05:18.630297,818
9180170462,9526949588,2026-05-10 07:45:47.630302,189
9640391065,9786691251,2026-03-02 23:59:36.630306,546
9216558523,9733221418,2026-05-27 14:35:03.630310,759
9019380262,9933272795,2026-07-08 20:27:46.630339,541
9309728962,9132370589,2026-08-06 23:52:12.630351,1312
9884422583,9914865281,2026-07-09 08:05:38.630357,483
9815371473,9212779979,2026-06-28 14:25:31.630361,1154
9029702135,9785854973,2026-04-12 06:46:25.630366,1331
9978207151,9665240415,2026-08-07 06:34:19.630373,955
9874315274,9284511544,2026-07-04 08:48:10.630377,841
9685054235,9229270653,2026-03-09 02:27:33.630382,81
9284511544,9470168733,2026-03-22 20:17:18.630387,204
9950047974,9470168733,2026-07-23 08:54:12.632010,63
9263689702,9251925462,2026-08-03 05:27:25.632022,490
9950047974,9964016582,2026-07-11 09:34:52.632029,811
9799371240,9263689702,2026-06-11 15:58:50.632034,572
9950047974,9470168733,2026-06-28 19:41:56.632038,695
9826137506,9659657569,2026-06-09 07:28:55.632043,56
9251925462,9515186449,2026-07-18 13:33:42.632048,426
9796275705,9799371240,2026-06-23 17:06:41.632052,823
9826137506,9515186449,2026-06-19 03:06:47.632056,656
9826137506,9515186449,2026-06-17 17:34:37.632061,155
9251925462,9799371240,2026-07-12 04:27:48.632066,206
9515186449,9799371240,2026-08-15 23:45:37.632070,728
9950047974,9964016582,2026-08-06 04:28:37.632075,96
9796275705,9964016582,2026-06-26 11:43:15.632079,337
9251925462,9964016582,2026-08-14 08:34:27.632084,400
9796275705,9659657569,2026-06-10 01:55:22.632088,235
9251925462,9659657569,2026-08-14 00:49:49.632092,535
9679807935,9950047974,2026-07-22 02:05:28.632097,616
9950047974,9515186449,2026-08-15 07:47:43.632101,594
9251925462,9263689702,2026-08-23 03:34:16.632106,118
9799371240,9826137506,2026-07-06 22:54:27.632111,764
9515186449,9796275705,2026-07-08 04:20:59.632115,817
9470168733,9263689702,2026-06-05 10:58:45.632122,158
9950047974,9799371240,2026-07-11 23:38:39.632127,507
9964016582,9796275705,2026-07-01 17:54:19.632132,161
